,DATE,REGION,AGEGROUP,SEX,DEATHS
1862,2020-08-28,Brussels,45-64,F,1
1863,2020-08-28,Wallonia,75-84,F,1
1864,2020-08-28,Wallonia,85+,M,1
1865,2020-08-29,Flanders,45-64,M,1
1866,2020-08-29,Flanders,85+,F,1
1867,2020-08-29,Brussels,85+,F,1
1868,2020-08-29,Wallonia,75-84,M,1
1869,2020-08-29,Wallonia,75-84,F,1
1870,2020-08-29,Wallonia,85+,F,1
1871,2020-08-30,Flanders,85+,M,1
1872,2020-08-31,Flanders,65-74,M,1
1873,2020-08-31,Flanders,75-84,F,1
1874,2020-08-31,Flanders,85+,M,1
1875,2020-09-01,Flanders,85+,F,2
1876,2020-09-01,Wallonia,25-44,M,1
1877,2020-09-02,Flanders,45-64,M,2
1878,2020-09-03,Flanders,85+,F,1
1879,2020-09-03,Brussels,75-84,F,1
1880,2020-09-03,Brussels,85+,M,1
1881,2020-09-03,Wallonia,65-74,M,1
1882,2020-09-04,Flanders,65-74,F,1
1883,2020-09-04,Wallonia,85+,F,1
1884,2020-09-05,Flanders,45-64,M,1
1885,2020-09-06,Flanders,65-74,M,1
1886,2020-09-06,Flanders,85+,F,1
1887,2020-09-07,Flanders,75-84,M,1
1888,2020-09-07,Flanders,75-84,F,1
1889,2020-09-07,Brussels,45-64,M,1
1890,2020-09-07,Brussels,65-74,M,1
1891,2020-09-08,Brussels,45-64,M,1
1892,2020-09-08,Wallonia,45-64,M,1
1893,2020-09-08,Wallonia,85+,M,1
1894,2020-09-09,Flanders,75-84,F,1
1895,2020-09-09,Flanders,85+,F,1
1896,2020-09-10,Brussels,75-84,M,1
1897,2020-09-10,Wallonia,65-74,M,2
1898,2020-09-11,Flanders,45-64,F,1
1899,2020-09-11,Flanders,75-84,M,2
1900,2020-09-11,Brussels,65-74,M,1
1901,2020-09-11,Brussels,75-84,M,1
1902,2020-09-12,Flanders,85+,M,1
1903,2020-09-13,Flanders,85+,F,1
1904,2020-09-14,Flanders,85+,M,1
1905,2020-09-14,Brussels,65-74,M,1
1906,2020-09-14,Brussels,75-84,F,1
1907,2020-09-14,Wallonia,45-64,F,1
1908,2020-09-15,Flanders,85+,M,1
1909,2020-09-15,Brussels,75-84,F,1
1910,2020-09-15,Wallonia,75-84,M,1
1911,2020-09-16,Flanders,85+,M,1
1912,2020-09-16,Wallonia,85+,M,1
1913,2020-09-17,Flanders,75-84,M,1
1914,2020-09-18,Flanders,85+,M,1
1915,2020-09-18,Flanders,85+,F,1
1916,2020-09-18,Brussels,65-74,F,1
1917,2020-09-18,Wallonia,75-84,M,2
1918,2020-09-18,Wallonia,85+,M,1
1919,2020-09-19,Flanders,45-64,M,1
1920,2020-09-19,Flanders,65-74,M,1
1921,2020-09-19,Flanders,75-84,M,1
1922,2020-09-19,Flanders,75-84,F,1
1923,2020-09-19,Flanders,85+,M,1
1924,2020-09-19,Flanders,85+,F,2
1925,2020-09-19,Wallonia,75-84,F,1
1926,2020-09-20,Flanders,75-84,M,2
1927,2020-09-20,Brussels,75-84,M,1
1928,2020-09-21,Flanders,45-64,M,1
1929,2020-09-21,Flanders,75-84,M,1
1930,2020-09-21,Flanders,75-84,F,1
1931,2020-09-22,Brussels,85+,M,1
1932,2020-09-23,Flanders,65-74,M,1
1933,2020-09-23,Flanders,85+,F,3
1934,2020-09-23,Brussels,85+,F,1
1935,2020-09-23,Wallonia,65-74,F,1
1936,2020-09-23,Wallonia,85+,F,2
1937,2020-09-24,Flanders,85+,M,1
1938,2020-09-24,Brussels,75-84,F,1
1939,2020-09-24,Wallonia,85+,M,1
1940,2020-09-24,Wallonia,85+,F,1
1941,2020-09-25,Flanders,85+,F,1
1942,2020-09-25,Brussels,45-64,M,1
1943,2020-09-25,Brussels,85+,F,1
1944,2020-09-25,Wallonia,75-84,M,1
1945,2020-09-25,Wallonia,85+,F,1
1946,2020-09-26,Flanders,45-64,M,1
1947,2020-09-26,Flanders,65-74,M,1
1948,2020-09-26,Flanders,85+,M,1
1949,2020-09-26,Flanders,85+,F,1
1950,2020-09-26,Wallonia,75-84,F,1
1951,2020-09-26,Wallonia,85+,F,1
1952,2020-09-27,Flanders,65-74,M,3
1953,2020-09-27,Flanders,75-84,M,2
1954,2020-09-27,Flanders,85+,M,1
1955,2020-09-27,Flanders,85+,F,1
1956,2020-09-27,Brussels,85+,F,1
1957,2020-09-27,Wallonia,45-64,M,1
1958,2020-09-27,Wallonia,75-84,F,1
1959,2020-09-27,Wallonia,85+,M,1
1960,2020-09-27,Wallonia,85+,F,1
1961,2020-09-28,Flanders,65-74,M,2
1962,2020-09-28,Flanders,65-74,F,1
1963,2020-09-28,Flanders,85+,M,1
1964,2020-09-28,Flanders,85+,F,1
1965,2020-09-28,Brussels,45-64,M,1
1966,2020-09-28,Brussels,45-64,F,1
1967,2020-09-28,Brussels,85+,F,1
1968,2020-09-28,Wallonia,45-64,M,1
1969,2020-09-28,Wallonia,75-84,F,2
1970,2020-09-28,Wallonia,85+,F,2
1971,2020-09-29,Flanders,65-74,F,1
1972,2020-09-29,Flanders,75-84,M,2
1973,2020-09-29,Flanders,75-84,F,1
1974,2020-09-29,Flanders,85+,F,3
1975,2020-09-29,Wallonia,75-84,M,1
1976,2020-09-29,Wallonia,75-84,F,1
1977,2020-09-29,Wallonia,85+,F,1
1978,2020-09-30,Flanders,85+,F,1
1979,2020-09-30,Brussels,45-64,M,1
1980,2020-09-30,Brussels,65-74,M,1
1981,2020-09-30,Brussels,85+,M,1
1982,2020-09-30,Wallonia,65-74,M,1
1983,2020-09-30,Wallonia,85+,F,1
1984,2020-10-01,Flanders,65-74,M,1
1985,2020-10-01,Flanders,75-84,F,1
1986,2020-10-01,Flanders,85+,M,1
1987,2020-10-01,Flanders,85+,F,1
1988,2020-10-01,Brussels,45-64,M,1
1989,2020-10-01,Brussels,45-64,F,1
1990,2020-10-01,Brussels,65-74,M,1
1991,2020-10-01,Brussels,75-84,F,1
1992,2020-10-01,Brussels,85+,M,1
1993,2020-10-01,Brussels,85+,F,1
1994,2020-10-01,Wallonia,65-74,M,1
1995,2020-10-01,Wallonia,75-84,M,1
1996,2020-10-01,Wallonia,75-84,F,2
1997,2020-10-01,Wallonia,85+,F,1
1998,2020-10-02,Flanders,65-74,M,1
1999,2020-10-02,Flanders,75-84,F,2
2000,2020-10-02,Flanders,85+,M,1
2001,2020-10-02,Brussels,65-74,F,1
2002,2020-10-02,Brussels,75-84,M,1
2003,2020-10-02,Wallonia,75-84,M,1
2004,2020-10-02,Wallonia,75-84,F,2
2005,2020-10-02,Wallonia,85+,M,1
2006,2020-10-02,Wallonia,85+,F,1
2007,2020-10-03,Flanders,65-74,F,1
2008,2020-10-03,Flanders,75-84,M,1
2009,2020-10-03,Flanders,75-84,F,2
2010,2020-10-03,Flanders,85+,M,1
2011,2020-10-03,Flanders,85+,F,1
2012,2020-10-03,Brussels,65-74,F,2
2013,2020-10-03,Brussels,75-84,F,1
2014,2020-10-03,Brussels,85+,M,1
2015,2020-10-03,Wallonia,65-74,M,1
2016,2020-10-03,Wallonia,75-84,M,1
2017,2020-10-03,Wallonia,75-84,F,1
2018,2020-10-03,Wallonia,85+,F,2
2019,2020-10-04,Flanders,75-84,M,1
2020,2020-10-04,Flanders,85+,M,1
2021,2020-10-04,Flanders,85+,F,2
2022,2020-10-04,Brussels,65-74,M,1
2023,2020-10-04,Brussels,75-84,M,2
2024,2020-10-04,Brussels,75-84,F,1
2025,2020-10-04,Brussels,85+,M,1
2026,2020-10-04,Wallonia,75-84,M,2
2027,2020-10-04,Wallonia,85+,M,2
2028,2020-10-04,Wallonia,85+,F,1
2029,2020-10-05,Flanders,75-84,F,3
2030,2020-10-05,Flanders,85+,M,1
2031,2020-10-05,Brussels,75-84,F,1
2032,2020-10-05,Brussels,85+,F,1
2033,2020-10-05,Wallonia,45-64,M,1
2034,2020-10-05,Wallonia,45-64,F,1
2035,2020-10-05,Wallonia,75-84,M,1
2036,2020-10-05,Wallonia,75-84,F,2
2037,2020-10-05,Wallonia,85+,M,1
2038,2020-10-05,Wallonia,85+,F,2
2039,2020-10-06,Flanders,75-84,M,1
2040,2020-10-06,Flanders,75-84,F,1
2041,2020-10-06,Flanders,85+,M,5
2042,2020-10-06,Flanders,85+,F,1
2043,2020-10-06,Brussels,45-64,F,1
2044,2020-10-06,Brussels,75-84,F,1
2045,2020-10-06,Brussels,85+,M,2
2046,2020-10-06,Brussels,85+,F,2
2047,2020-10-06,Wallonia,65-74,M,2
2048,2020-10-06,Wallonia,75-84,M,2
2049,2020-10-07,Flanders,85+,M,4
2050,2020-10-07,Flanders,85+,F,2
2051,2020-10-07,Brussels,65-74,M,2
2052,2020-10-07,Brussels,75-84,M,2
2053,2020-10-07,Brussels,85+,M,1
2054,2020-10-07,Brussels,85+,F,3
2055,2020-10-07,Wallonia,25-44,M,1
2056,2020-10-07,Wallonia,65-74,F,1
2057,2020-10-07,Wallonia,85+,M,2
2058,2020-10-07,Wallonia,85+,F,2
2059,2020-10-08,Flanders,45-64,F,2
2060,2020-10-08,Flanders,65-74,M,2
2061,2020-10-08,Flanders,75-84,M,2
2062,2020-10-08,Flanders,75-84,F,2
2063,2020-10-08,Flanders,85+,F,2
2064,2020-10-08,Brussels,45-64,M,1
2065,2020-10-08,Brussels,65-74,M,2
2066,2020-10-08,Brussels,75-84,M,1
2067,2020-10-08,Brussels,85+,F,1
2068,2020-10-08,Wallonia,65-74,F,1
2069,2020-10-08,Wallonia,75-84,F,3
2070,2020-10-08,Wallonia,85+,M,1
2071,2020-10-09,Flanders,45-64,M,1
2072,2020-10-09,Flanders,75-84,M,1
2073,2020-10-09,Flanders,75-84,F,2
2074,2020-10-09,Flanders,85+,M,3
2075,2020-10-09,Flanders,85+,F,4
2076,2020-10-09,Brussels,65-74,M,1
2077,2020-10-09,Wallonia,75-84,M,2
2078,2020-10-09,Wallonia,75-84,F,2
2079,2020-10-09,Wallonia,85+,F,3
2080,2020-10-10,Flanders,65-74,M,1
2081,2020-10-10,Flanders,75-84,M,2
2082,2020-10-10,Flanders,85+,M,3
2083,2020-10-10,Flanders,85+,F,1
2084,2020-10-10,Brussels,45-64,F,1
2085,2020-10-10,Brussels,65-74,M,1
2086,2020-10-10,Brussels,75-84,F,1
2087,2020-10-10,Wallonia,65-74,M,2
2088,2020-10-10,Wallonia,65-74,F,1
2089,2020-10-10,Wallonia,75-84,M,1
2090,2020-10-10,Wallonia,75-84,F,3
2091,2020-10-10,Wallonia,85+,M,3
2092,2020-10-10,Wallonia,85+,F,2
2093,2020-10-11,Flanders,75-84,M,2
2094,2020-10-11,Flanders,75-84,F,3
2095,2020-10-11,Flanders,85+,M,4
2096,2020-10-11,Flanders,85+,F,2
2097,2020-10-11,Brussels,75-84,M,3
2098,2020-10-11,Brussels,75-84,F,1
2099,2020-10-11,Brussels,85+,M,1
2100,2020-10-11,Brussels,85+,F,1
2101,2020-10-11,Wallonia,65-74,M,1
2102,2020-10-11,Wallonia,65-74,F,2
2103,2020-10-11,Wallonia,75-84,M,1
2104,2020-10-11,Wallonia,85+,M,2
2105,2020-10-11,Wallonia,85+,F,3
2106,2020-10-12,Flanders,45-64,M,1
2107,2020-10-12,Flanders,65-74,M,2
2108,2020-10-12,Flanders,65-74,F,1
2109,2020-10-12,Flanders,75-84,M,2
2110,2020-10-12,Flanders,75-84,F,1
2111,2020-10-12,Flanders,85+,M,2
2112,2020-10-12,Flanders,85+,F,4
2113,2020-10-12,Brussels,75-84,M,2
2114,2020-10-12,Brussels,75-84,F,1
2115,2020-10-12,Brussels,85+,M,2
2116,2020-10-12,Brussels,85+,F,1
2117,2020-10-12,Wallonia,45-64,M,1
2118,2020-10-12,Wallonia,65-74,M,1
2119,2020-10-12,Wallonia,75-84,M,1
2120,2020-10-12,Wallonia,75-84,F,2
2121,2020-10-12,Wallonia,85+,M,7
2122,2020-10-12,Wallonia,85+,F,5
2123,2020-10-13,Flanders,65-74,M,1
2124,2020-10-13,Flanders,75-84,M,6
2125,2020-10-13,Flanders,85+,M,3
2126,2020-10-13,Flanders,85+,F,2
2127,2020-10-13,Brussels,65-74,F,1
2128,2020-10-13,Brussels,75-84,F,1
2129,2020-10-13,Brussels,85+,F,2
2130,2020-10-13,Wallonia,65-74,M,1
2131,2020-10-13,Wallonia,65-74,F,1
2132,2020-10-13,Wallonia,75-84,M,1
2133,2020-10-13,Wallonia,75-84,F,6
2134,2020-10-13,Wallonia,85+,M,5
2135,2020-10-13,Wallonia,85+,F,4
2136,2020-10-14,Flanders,65-74,M,1
2137,2020-10-14,Flanders,65-74,F,1
2138,2020-10-14,Flanders,75-84,M,3
2139,2020-10-14,Flanders,75-84,F,2
2140,2020-10-14,Flanders,85+,M,5
2141,2020-10-14,Flanders,85+,F,4
2142,2020-10-14,Brussels,65-74,M,3
2143,2020-10-14,Brussels,75-84,M,3
2144,2020-10-14,Brussels,75-84,F,1
2145,2020-10-14,Brussels,85+,F,1
2146,2020-10-14,Wallonia,45-64,M,1
2147,2020-10-14,Wallonia,65-74,M,1
2148,2020-10-14,Wallonia,75-84,M,4
2149,2020-10-14,Wallonia,75-84,F,1
2150,2020-10-14,Wallonia,85+,M,3
2151,2020-10-14,Wallonia,85+,F,7
2152,2020-10-15,Flanders,65-74,M,3
2153,2020-10-15,Flanders,65-74,F,1
2154,2020-10-15,Flanders,75-84,M,3
2155,2020-10-15,Flanders,85+,M,3
2156,2020-10-15,Flanders,85+,F,1
2157,2020-10-15,Brussels,45-64,M,1
2158,2020-10-15,Brussels,65-74,M,1
2159,2020-10-15,Brussels,75-84,F,1
2160,2020-10-15,Brussels,85+,M,1
2161,2020-10-15,Brussels,85+,F,2
2162,2020-10-15,Wallonia,65-74,M,2
2163,2020-10-15,Wallonia,75-84,M,4
2164,2020-10-15,Wallonia,75-84,F,4
2165,2020-10-15,Wallonia,85+,M,5
2166,2020-10-15,Wallonia,85+,F,3
2167,2020-10-16,Flanders,75-84,M,3
2168,2020-10-16,Flanders,85+,M,7
2169,2020-10-16,Brussels,65-74,M,1
2170,2020-10-16,Brussels,75-84,M,1
2171,2020-10-16,Brussels,85+,M,1
2172,2020-10-16,Wallonia,65-74,M,1
2173,2020-10-16,Wallonia,65-74,F,1
2174,2020-10-16,Wallonia,75-84,M,6
2175,2020-10-16,Wallonia,75-84,F,5
2176,2020-10-16,Wallonia,85+,M,3
2177,2020-10-16,Wallonia,85+,F,7
2178,2020-10-17,Flanders,65-74,F,1
2179,2020-10-17,Flanders,75-84,M,3
2180,2020-10-17,Flanders,85+,M,2
2181,2020-10-17,Flanders,85+,F,2
2182,2020-10-17,Brussels,65-74,M,1
2183,2020-10-17,Brussels,75-84,F,1
2184,2020-10-17,Brussels,85+,F,2
2185,2020-10-17,Wallonia,25-44,F,1
2186,2020-10-17,Wallonia,45-64,M,1
2187,2020-10-17,Wallonia,65-74,M,3
2188,2020-10-17,Wallonia,75-84,F,2
2189,2020-10-17,Wallonia,85+,M,4
2190,2020-10-18,Flanders,45-64,M,1
2191,2020-10-18,Flanders,75-84,M,1
2192,2020-10-18,Flanders,75-84,F,2
2193,2020-10-18,Flanders,85+,M,5
2194,2020-10-18,Flanders,85+,F,3
2195,2020-10-18,Brussels,65-74,M,1
2196,2020-10-18,Brussels,75-84,M,1
2197,2020-10-18,Brussels,85+,F,1
2198,2020-10-18,Wallonia,45-64,M,1
2199,2020-10-18,Wallonia,45-64,F,1
2200,2020-10-18,Wallonia,65-74,M,2
2201,2020-10-18,Wallonia,75-84,M,6
2202,2020-10-18,Wallonia,75-84,F,1
2203,2020-10-18,Wallonia,85+,M,4
2204,2020-10-18,Wallonia,85+,F,1
2205,2020-10-19,Flanders,45-64,F,1
2206,2020-10-19,Flanders,65-74,M,4
2207,2020-10-19,Flanders,75-84,M,1
2208,2020-10-19,Flanders,75-84,F,1
2209,2020-10-19,Flanders,85+,M,4
2210,2020-10-19,Flanders,85+,F,6
2211,2020-10-19,Brussels,65-74,M,2
2212,2020-10-19,Brussels,75-84,M,2
2213,2020-10-19,Brussels,85+,F,3
2214,2020-10-19,Wallonia,45-64,F,2
2215,2020-10-19,Wallonia,75-84,M,4
2216,2020-10-19,Wallonia,75-84,F,4
2217,2020-10-19,Wallonia,85+,M,9
2218,2020-10-19,Wallonia,85+,F,9
2219,2020-10-20,Flanders,65-74,M,1
2220,2020-10-20,Flanders,75-84,M,5
2221,2020-10-20,Flanders,75-84,F,1
2222,2020-10-20,Flanders,85+,M,9
2223,2020-10-20,Flanders,85+,F,2
2224,2020-10-20,Brussels,45-64,F,1
2225,2020-10-20,Brussels,65-74,M,1
2226,2020-10-20,Brussels,75-84,F,1
2227,2020-10-20,Brussels,85+,M,1
2228,2020-10-20,Brussels,85+,F,1
2229,2020-10-20,Wallonia,45-64,M,1
2230,2020-10-20,Wallonia,45-64,F,2
2231,2020-10-20,Wallonia,65-74,F,2
2232,2020-10-20,Wallonia,75-84,M,2
2233,2020-10-20,Wallonia,75-84,F,3
2234,2020-10-20,Wallonia,85+,M,7
2235,2020-10-20,Wallonia,85+,F,12
2236,2020-10-21,Flanders,45-64,F,1
2237,2020-10-21,Flanders,65-74,M,2
2238,2020-10-21,Flanders,65-74,F,1
2239,2020-10-21,Flanders,75-84,M,6
2240,2020-10-21,Flanders,85+,M,5
2241,2020-10-21,Flanders,85+,F,5
2242,2020-10-21,Brussels,65-74,M,2
2243,2020-10-21,Brussels,75-84,M,1
2244,2020-10-21,Brussels,75-84,F,1
2245,2020-10-21,Brussels,85+,M,1
2246,2020-10-21,Brussels,85+,F,2
2247,2020-10-21,Wallonia,45-64,F,1
2248,2020-10-21,Wallonia,65-74,M,4
2249,2020-10-21,Wallonia,65-74,F,1
2250,2020-10-21,Wallonia,75-84,M,7
2251,2020-10-21,Wallonia,75-84,F,4
2252,2020-10-21,Wallonia,85+,M,6
2253,2020-10-21,Wallonia,85+,F,11
2254,2020-10-22,Flanders,65-74,M,1
2255,2020-10-22,Flanders,75-84,M,4
2256,2020-10-22,Flanders,75-84,F,7
2257,2020-10-22,Flanders,85+,M,5
2258,2020-10-22,Flanders,85+,F,3
2259,2020-10-22,Brussels,65-74,M,3
2260,2020-10-22,Brussels,75-84,M,2
2261,2020-10-22,Brussels,75-84,F,2
2262,2020-10-22,Brussels,85+,M,1
2263,2020-10-22,Brussels,85+,F,3
2264,2020-10-22,Wallonia,65-74,M,3
2265,2020-10-22,Wallonia,65-74,F,2
2266,2020-10-22,Wallonia,75-84,M,3
2267,2020-10-22,Wallonia,75-84,F,2
2268,2020-10-22,Wallonia,85+,M,7
2269,2020-10-22,Wallonia,85+,F,7
2270,2020-10-23,Flanders,45-64,M,1
2271,2020-10-23,Flanders,65-74,M,3
2272,2020-10-23,Flanders,75-84,M,6
2273,2020-10-23,Flanders,75-84,F,5
2274,2020-10-23,Flanders,85+,M,3
2275,2020-10-23,Flanders,85+,F,7
2276,2020-10-23,Brussels,45-64,M,3
2277,2020-10-23,Brussels,65-74,M,1
2278,2020-10-23,Brussels,75-84,M,3
2279,2020-10-23,Brussels,75-84,F,1
2280,2020-10-23,Brussels,85+,M,5
2281,2020-10-23,Brussels,85+,F,3
2282,2020-10-23,Wallonia,25-44,M,1
2283,2020-10-23,Wallonia,45-64,F,1
2284,2020-10-23,Wallonia,65-74,M,2
2285,2020-10-23,Wallonia,65-74,F,2
2286,2020-10-23,Wallonia,75-84,M,13
2287,2020-10-23,Wallonia,75-84,F,7
2288,2020-10-23,Wallonia,85+,M,12
2289,2020-10-23,Wallonia,85+,F,13
2290,2020-10-23,Wallonia,NA,M,1
2291,2020-10-24,Flanders,45-64,M,1
2292,2020-10-24,Flanders,65-74,F,2
2293,2020-10-24,Flanders,75-84,M,6
2294,2020-10-24,Flanders,75-84,F,3
2295,2020-10-24,Flanders,85+,M,9
2296,2020-10-24,Flanders,85+,F,7
2297,2020-10-24,Brussels,45-64,M,2
2298,2020-10-24,Brussels,65-74,M,3
2299,2020-10-24,Brussels,75-84,M,3
2300,2020-10-24,Brussels,75-84,F,2
2301,2020-10-24,Brussels,85+,M,4
2302,2020-10-24,Brussels,85+,F,4
2303,2020-10-24,Wallonia,45-64,M,1
2304,2020-10-24,Wallonia,45-64,F,2
2305,2020-10-24,Wallonia,65-74,M,4
2306,2020-10-24,Wallonia,65-74,F,2
2307,2020-10-24,Wallonia,75-84,M,5
2308,2020-10-24,Wallonia,75-84,F,7
2309,2020-10-24,Wallonia,85+,M,11
2310,2020-10-24,Wallonia,85+,F,16
2311,2020-10-25,Flanders,25-44,F,1
2312,2020-10-25,Flanders,45-64,M,1
2313,2020-10-25,Flanders,65-74,M,2
2314,2020-10-25,Flanders,65-74,F,2
2315,2020-10-25,Flanders,75-84,M,8
2316,2020-10-25,Flanders,75-84,F,7
2317,2020-10-25,Flanders,85+,M,9
2318,2020-10-25,Flanders,85+,F,8
2319,2020-10-25,Brussels,65-74,F,1
2320,2020-10-25,Brussels,75-84,M,3
2321,2020-10-25,Brussels,85+,M,2
2322,2020-10-25,Brussels,85+,F,3
2323,2020-10-25,Wallonia,45-64,F,1
2324,2020-10-25,Wallonia,65-74,M,7
2325,2020-10-25,Wallonia,65-74,F,4
2326,2020-10-25,Wallonia,75-84,M,4
2327,2020-10-25,Wallonia,75-84,F,7
2328,2020-10-25,Wallonia,85+,M,13
2329,2020-10-25,Wallonia,85+,F,12
2330,2020-10-26,Flanders,45-64,M,1
2331,2020-10-26,Flanders,45-64,F,2
2332,2020-10-26,Flanders,65-74,M,1
2333,2020-10-26,Flanders,65-74,F,2
2334,2020-10-26,Flanders,75-84,M,9
2335,2020-10-26,Flanders,75-84,F,6
2336,2020-10-26,Flanders,85+,M,10
2337,2020-10-26,Flanders,85+,F,7
2338,2020-10-26,Brussels,45-64,M,1
2339,2020-10-26,Brussels,65-74,M,3
2340,2020-10-26,Brussels,65-74,F,1
2341,2020-10-26,Brussels,75-84,M,4
2342,2020-10-26,Brussels,75-84,F,2
2343,2020-10-26,Brussels,85+,M,2
2344,2020-10-26,Brussels,85+,F,4
2345,2020-10-26,Wallonia,45-64,M,3
2346,2020-10-26,Wallonia,65-74,M,5
2347,2020-10-26,Wallonia,65-74,F,4
2348,2020-10-26,Wallonia,75-84,M,12
2349,2020-10-26,Wallonia,75-84,F,12
2350,2020-10-26,Wallonia,85+,M,17
2351,2020-10-26,Wallonia,85+,F,13
2352,2020-10-27,Flanders,65-74,M,1
2353,2020-10-27,Flanders,75-84,M,5
2354,2020-10-27,Flanders,75-84,F,8
2355,2020-10-27,Flanders,85+,M,14
2356,2020-10-27,Flanders,85+,F,14
2357,2020-10-27,Brussels,45-64,M,2
2358,2020-10-27,Brussels,45-64,F,2
2359,2020-10-27,Brussels,65-74,M,2
2360,2020-10-27,Brussels,65-74,F,2
2361,2020-10-27,Brussels,75-84,M,4
2362,2020-10-27,Brussels,75-84,F,4
2363,2020-10-27,Brussels,85+,M,1
2364,2020-10-27,Brussels,85+,F,4
2365,2020-10-27,Wallonia,45-64,M,4
2366,2020-10-27,Wallonia,65-74,M,4
2367,2020-10-27,Wallonia,65-74,F,7
2368,2020-10-27,Wallonia,75-84,M,15
2369,2020-10-27,Wallonia,75-84,F,9
2370,2020-10-27,Wallonia,85+,M,11
2371,2020-10-27,Wallonia,85+,F,17
2372,2020-10-28,Flanders,65-74,M,2
2373,2020-10-28,Flanders,75-84,M,11
2374,2020-10-28,Flanders,75-84,F,3
2375,2020-10-28,Flanders,85+,M,12
2376,2020-10-28,Flanders,85+,F,15
2377,2020-10-28,Brussels,25-44,M,1
2378,2020-10-28,Brussels,45-64,F,1
2379,2020-10-28,Brussels,65-74,M,3
2380,2020-10-28,Brussels,75-84,M,3
2381,2020-10-28,Brussels,75-84,F,3
2382,2020-10-28,Brussels,85+,M,6
2383,2020-10-28,Brussels,85+,F,4
2384,2020-10-28,Wallonia,45-64,M,4
2385,2020-10-28,Wallonia,65-74,M,9
2386,2020-10-28,Wallonia,65-74,F,6
2387,2020-10-28,Wallonia,75-84,M,9
2388,2020-10-28,Wallonia,75-84,F,11
2389,2020-10-28,Wallonia,85+,M,14
2390,2020-10-28,Wallonia,85+,F,25
2391,2020-10-29,Flanders,25-44,F,1
2392,2020-10-29,Flanders,45-64,M,2
2393,2020-10-29,Flanders,65-74,M,3
2394,2020-10-29,Flanders,65-74,F,1
2395,2020-10-29,Flanders,75-84,M,9
2396,2020-10-29,Flanders,75-84,F,3
2397,2020-10-29,Flanders,85+,M,12
2398,2020-10-29,Flanders,85+,F,13
2399,2020-10-29,Brussels,45-64,F,1
2400,2020-10-29,Brussels,65-74,M,2
2401,2020-10-29,Brussels,75-84,M,6
2402,2020-10-29,Brussels,75-84,F,2
2403,2020-10-29,Brussels,85+,M,4
2404,2020-10-29,Brussels,85+,F,6
2405,2020-10-29,Wallonia,45-64,M,3
2406,2020-10-29,Wallonia,45-64,F,2
2407,2020-10-29,Wallonia,65-74,M,11
2408,2020-10-29,Wallonia,65-74,F,2
2409,2020-10-29,Wallonia,75-84,M,21
2410,2020-10-29,Wallonia,75-84,F,10
2411,2020-10-29,Wallonia,85+,M,8
2412,2020-10-29,Wallonia,85+,F,18
2413,2020-10-30,Flanders,45-64,M,3
2414,2020-10-30,Flanders,45-64,F,1
2415,2020-10-30,Flanders,65-74,M,2
2416,2020-10-30,Flanders,75-84,M,11
2417,2020-10-30,Flanders,75-84,F,16
2418,2020-10-30,Flanders,85+,M,19
2419,2020-10-30,Flanders,85+,F,20
2420,2020-10-30,Brussels,45-64,M,1
2421,2020-10-30,Brussels,65-74,M,4
2422,2020-10-30,Brussels,75-84,M,1
2423,2020-10-30,Brussels,75-84,F,3
2424,2020-10-30,Brussels,85+,M,8
2425,2020-10-30,Brussels,85+,F,2
2426,2020-10-30,Wallonia,45-64,M,7
2427,2020-10-30,Wallonia,65-74,M,8
2428,2020-10-30,Wallonia,65-74,F,1
2429,2020-10-30,Wallonia,75-84,M,21
2430,2020-10-30,Wallonia,75-84,F,17
2431,2020-10-30,Wallonia,85+,M,20
2432,2020-10-30,Wallonia,85+,F,19
2433,2020-10-31,Flanders,25-44,M,1
2434,2020-10-31,Flanders,45-64,M,2
2435,2020-10-31,Flanders,65-74,M,4
2436,2020-10-31,Flanders,65-74,F,6
2437,2020-10-31,Flanders,75-84,M,8
2438,2020-10-31,Flanders,75-84,F,8
2439,2020-10-31,Flanders,85+,M,14
2440,2020-10-31,Flanders,85+,F,26
2441,2020-10-31,Flanders,NA,F,1
2442,2020-10-31,Brussels,45-64,M,1
2443,2020-10-31,Brussels,65-74,F,1
2444,2020-10-31,Brussels,75-84,M,4
2445,2020-10-31,Brussels,75-84,F,2
2446,2020-10-31,Brussels,85+,M,3
2447,2020-10-31,Brussels,85+,F,4
2448,2020-10-31,Wallonia,25-44,M,1
2449,2020-10-31,Wallonia,45-64,M,2
2450,2020-10-31,Wallonia,45-64,F,2
2451,2020-10-31,Wallonia,65-74,M,12
2452,2020-10-31,Wallonia,65-74,F,4
2453,2020-10-31,Wallonia,75-84,M,14
2454,2020-10-31,Wallonia,75-84,F,17
2455,2020-10-31,Wallonia,85+,M,20
2456,2020-10-31,Wallonia,85+,F,19
2457,2020-11-01,Flanders,45-64,M,2
2458,2020-11-01,Flanders,45-64,F,1
2459,2020-11-01,Flanders,65-74,M,11
2460,2020-11-01,Flanders,65-74,F,1
2461,2020-11-01,Flanders,75-84,M,5
2462,2020-11-01,Flanders,75-84,F,8
2463,2020-11-01,Flanders,85+,M,13
2464,2020-11-01,Flanders,85+,F,18
2465,2020-11-01,Brussels,45-64,F,3
2466,2020-11-01,Brussels,65-74,M,1
2467,2020-11-01,Brussels,65-74,F,2
2468,2020-11-01,Brussels,75-84,M,8
